Resiklo (2007)	Ubalde, Richard	2007
Gandhi (1982)	Palsikar, Nana	1982
Felon (2008)	Smith, Mike (I)	2008
Eyes Wide Shut (1999)	Kusuhara, Eiji	1999
Big Business (1988)	Midler, Bette	1988
Singin' in the Rain (1952)	Robinson, Joel (I)	1952
The Blues Brothers (1980)	King, Janine (I)	1980
Ghost World (2001)	Salinger, Diane	2001
Superbad (2007)	Starr, Martin	2007
Lolita (1962)	Bradley, Angela	1962
The Fifth Element (1997)	Jovovich, Milla	1997
Ben-Hur (1959)	Shaw, Maxwell	1959
Dog Day Afternoon (1975)	Boyar, Sully	1975
Babel (2006)	Maratray, Henry	2006
El secreto de sus ojos (2009)	Kochdilian, Pedro	2009
Stranger Than Fiction (2006)	Langland, Debra	2006
Rapid (2007)	Sykes, Chudney	2007
Open Range (2003)	Jeter, Michael	2003
The Day the Earth Stood Still (1951)	Lynn, George (I)	1951
Predator (1987)	Thorsen, Sven-Ole	1987
The Fugitive (1993)	Vernon, Thom	1993
Hamara Adhikar (1970)	Kohli, Bhisham	1970
Star Trek (2009)	Roy, Deep	2009
A History of Violence (2005)	Pajkic, Neven	2005
La dolce vita (1960)	Calvino, Daniela	1960
The Dark Knight (2008)	Turk, John (I)	2008
High Fidelity (2000)	Cusack, John (I)	2000
The Ten Commandments (1956)	Harvey, Paul (I)	1956
King Kong (1933)	Rochelle, Ed	1933
Revamped (2007) (V)	Abulencia, Michael	2007
Saving Private Ryan (1998)	Gizbert, Thomas	1998
Ghost World (2001)	Fischler, Patrick	2001
Peter Pan (1953)	Butala, Tony	1953
Looper: Baldness Anxiety (2012)	Pemberton, Johnny	2012
Being There (1979)	Douglas, Melvyn	1979
Run Granny Run (2007)	Sullivan, Kathy (II)	2007
Short Cuts (1993)	DoQui, Robert	1993
Ghost World (2001)	Bunnell, John	2001
Mr. Smith Goes to Washington (1939)	Bates, Kathryn (I)	1939
Now You See Me (2013/I)	Smith, Chaz	2013
Man on the Moon (1999)	Lum, James (I)	1999
The Hobbit: An Unexpected Journey (2012)	Callen, John	2012
King Kong (2005)	Burns, Bob (III)	2005
Spider-Man (2002)	Bartok, Jayce	2002
Kung fu (2004)	Wong, Oliver (I)	2004
Scent of a Woman (1992)	Gaines, Leonard	1992
Hsi nou ai le (1970)	Ou, Wei	1970
Hornets' Nest (1970)	Gobbi, Marco	1970
Nuovo Cinema Paradiso (1988)	Terzo, Nino	1988
Gone Baby Gone (2007)	Snee, Richard	2007
Resiklo (2007)	Bellosillo, Sally	2007
La dolce vita (1960)	Querrel, Giovanni	1960
Upstairs (2009/II)	Cavallaro, Alissa	2009
Gandhi (1982)	Biswas, Raja (I)	1982
Rocket Science! (2007)	Williams, Toby (II)	2007
Titanic (1997)	Overbye Roos, Camilla	1997
Now You See Me (2013/I)	Chrest, Joe	2013
Home Alone (1990)	Davis, Hope (I)	1990
Rapturious (2007)	Braddock, Tim 'Single'	2007
Enemy of the State (1998)	Richards, T.R.	1998
La strada (1954)	Quinn, Anthony (I)	1954
The Thin Red Line (1998)	Smith, John Dee	1998
Malcolm X (1992)	Brooks, Yvette	1992
Face/Off (1997)	Zajonc, Robert 'Bobby Z'	1997
The Artist (2011/I)	Shepard, Jewel	2011
Cape Fear (1991)	Douglas, Illeana	1991
Rumpelstilzchen (2007)	Thalbach, Katharina	2007
Badlands (1973)	Sheen, Martin	1973
Gake no ue no Ponyo (2008)	Neeson, Liam	2008
Aladdin (1992)	Seale, Douglas	1992
The Boy in the Striped Pyjamas (2008)	Friend, Rupert	2008
Running Deep (2007)	Wilner, Geoff	2007
Star Wars: Episode VI - Return of the Jedi (1983)	Rotich, Kipsang	1983
Himmel og helvete (1970)	Richter, Georg (I)	1970
Rys (2007)	Stalinska, Dorota	2007
A Single Man (2009)	Bachardy, Don	2009
Army of Darkness (1992)	Bale, Andy	1992
127 Hours (2010)	Poland, Priscilla	2010
Apollo 13 (1995)	Paxton, Bill	1995
The Fifth Element (1997)	Goth, Sophia	1997
Harry Potter and the Deathly Hallows: Part 2 (2011)	Leonidas, Georgina (I)	2011
The Ten Commandments (1956)	Denham, Vera	1956
My Sister's Keeper (2009)	Breslin, Abigail	2009
Pink Hotel on Butt Row 2 (1998) (V)	Lina (III)	1998
Return of the Ghostbusters (2007)	Jiple, Jefferson	2007
Cinderella Man: The James J. Braddock Story (2005)	Reno, Jack	2005
The Matrix (1999)	Ball, Jeremy (I)	1999
Crash (2004/I)	Lund, Jayden	2004
Batman Begins (2005)	Brake, Richard	2005
The Social Network (2010)	Jane, Eli	2010
The Hudsucker Proxy (1994)	Pankow, Joanne	1994
Road to Perdition (2002)	Kupferer, Keith	2002
Zombieland (2009)	Aldridge, Hunter	2009
The Place Beyond the Pines (2012)	Marino, Michael (I)	2012
Diarios de motocicleta (2004)	Zamora, Maria Esther	2004
The Longest Day (1962)	Barr, Patrick (I)	1962
Lost in Translation (2003)	Yamada, Kazuo (I)	2003
Total Recall (1990)	Gollas, Ellen	1990
Kill Bill: Vol. 1 (2003)	Carradine, David	2003
25th Hour (2002)	DeGennaro, Vinny	2002
Philadelphia (1993)	Tyson, Billy Ray	1993
The Wild Bunch (1969)	Barnes, Rayford	1969
Half Nelson (2006)	Hutchins, Eleanor	2006
The Searchers (1956)	Worden, Hank	1956
Malcolm X (1992)	Pierce, Wendell (I)	1992
The Wild Bunch (1969)	C?rdenas, Elsa	1969
Paths of Glory (1957)	Capell, Peter	1957
The Dark Knight Rises (2012)	Papajohn, Michael	2012
Road Rage the other I (2007)	Hall, Tonya (II)	2007
The Day the Earth Stood Still (1951)	Ragan, Mike	1951
Sweeney Todd: The Demon Barber of Fleet Street (2007)	Brown, Gaye	2007
Wristcutters: A Love Story (2006)	Jazzmun	2006
Rack It Up (2007) (V)	Bing, Carmella	2007
The Lord of the Rings: The Return of the King (2003)	Astin, Sean	2003
Apocalypse Now (1979)	Ross, Jerry (II)	1979
Secondhand Lions (2003)	Dial, Rick	2003
The Fifth Element (1997)	Pellegrino, Vincenzo	1997
Into the Wild (2007)	Knight, Leonard	2007
The Bourne Ultimatum (2007)	Ansah, Joey	2007
Sen to Chihiro no kamikakushi (2001)	Ratzenberger, John	2001
Grindhouse (2007)	Castanon, Leroy	2007
Argo (2012)	Logue, Karina	2012
Rexxx (2007) (V)	Deen, James (II)	2007
Babel (2006)	Tinoco, Miguel Maldonado	2006
Romulus, My Father (2007)	Forsyth, Julie (I)	2007
Army of Darkness (1992)	Yates Jr., Monique	1992
Rise of the Footsoldier (2007)	Dunscombe, Rebecca	2007
Lolita (1962)	Webb, Marti	1962
Pulp Fiction (1994)	Whitaker, Duane	1994
The Dark Knight Rises (2012)	Albright, Chris (II)	2012
The Godfather: Part III (1990)	Vitolo, F.X.	1990
Avatar: The Game (2009) (VG)	Kaye, David (I)	2009
Secondhand Lions (2003)	Letts, Dennis	2003
Dogma (1999)	Morissette, Alanis	1999
Rang De Basanti (2006)	Madhavan (I)	2006
The Ten Commandments (1956)	Kilburn, Glen	1956
Superbad (2007)	Krumholtz, David (I)	2007
Sen to Chihiro no kamikakushi (2001)	Hiiragi, Rumi	2001
The Adventures of Robin Hood (1938)	Shaw, Janet (I)	1938
The Departed (2006)	Reidy, Joseph P.	2006
Sweeney Todd: The Demon Barber of Fleet Street (2007)	McKail, David	2007
Singin' in the Rain (1952)	Wood, Wilson	1952
The People vs. Larry Flynt (1996)	Rogers, Rick (I)	1996
In the Name of the Father (1993)	Postlethwaite, Pete	1993
La dolce vita (1960)	Annuale, Armando	1960
Before Sunrise (1995)	Klebel, Barbara	1995
Avatar (2009)	Pithyou, Logan	2009
Black Swan (2010)	Lebean, Genevi?ve	2010
Once Upon a Time in America (1984)	Debeer, Gerritt	1984
Titanic (1997)	Holland, Erik (I)	1997
Le grand bleu (1988)	Gazio, Christian	1988
Sweeney Todd: The Demon Barber of Fleet Street (2007)	Pleydell-Pearce, Tom	2007
The Fugitive (1993)	Romano, Andy	1993
Garden State (2004)	Leibman, Ron	2004
King Kong (2005)	O'Kane, Troy	2005
Planet Terror (2007)	Sabates, Felix	2007
Romantic Weirdos and the Land of Oddz (2007)	Coleman, Stephanie (V)	2007
Heat (1995)	Kilmer, Val	1995
Capote (2005)	Greenwood, Bruce (I)	2005
Radio Kebrle (2007)	Nebrensk?, Robert	2007
The Godfather: Part III (1990)	Cicchini, Robert	1990
Restul e tacere (2007)	Menea, Horia	2007
Man of Steel XXX: An Axel Braun Parody (2013) (V)	Pryor, Bryn	2013
Ready for Love (2007)	Whitehurst, Scotty (II)	2007
The Man Who Knew Too Much (1956)	Camlin, Peter	1956
Rio Bravo (1959)	Russell, John (I)	1959
West Side Story (1961)	Culkin, Christopher	1961
Toy Story (1995)	Levenbrown, Brittany	1995
Scent of a Woman (1992)	Duong, Anh (I)	1992
Babel (2006)	Nottingham, Wendy	2006
Dancer in the Dark (2000)	Mondrup, Frederik	2000
Sherlock Holmes (2009)	Matheson, Hans	2009
Pirate 12: Hells Belles (1998) (V)	Gun, Frank	1998
Kaze no tani no Naushika (1984)	Jay, Tony (I)	1984
Husbands (1970)	Kao, Noelle	1970
Crashing the Wake (2004)	McGillion, Frank	2004
This Is England (2006)	Hardcastle, Kieran	2006
Sleepers (1996)	Hewitt, Don (I)	1996
No Man's Land (2001)	Habic, Janez	2001
Regalo caro 4 (2007) (V)	Rodr?guez, Miguel ?ngel (IV)	2007
Thelma & Louise (1991)	Lindine, Jack	1991
Pride & Prejudice (2005)	Humby, Stephen	2005
Sweeney Todd: The Demon Barber of Fleet Street (2007)	Ashfield, Stephen	2007
Hurra for de bl? husarer (1970)	Hertz, Lone	1970
Running in Place (2007)	Lee, David Ian	2007
Schindler's List (1993)	Talar, Ben	1993
Rwanda Rising (2007)	Kagame, Paul	2007
Homer (1970)	Westgate, Murray	1970
Kill Bill: Vol. 2 (2004)	Valentino, Venessia	2004
Black Dynamite (2009)	Snowden, Edwina	2009
Gremlins (1984)	Galligan, Zach	1984
Star Wars: Episode VI - Return of the Jedi (1983)	Taylor, Femi	1983
Trois couleurs: Blanc (1994)	Robaszkiewicz, Maria	1994
2001: A Space Odyssey (1968)	Marr, Irena	1968
Into the Wild (2007)	Walters, Bryce	2007
Rockende Helden (2007)	Ilg, Joyce	2007
Jerry Maguire (1996)	Despotovich, Nada	1996
The Ten Commandments (1956)	Warner, H.B.	1956
Walk the Line (2005)	Lavere, Amy	2005
Men in Black (1997)	Newman, Fred (I)	1997
Halls of Anger (1970)	McLiam, John	1970
Apollo 13 (1995)	Huntley, Chet	1995
Zero Dark Thirty (2012)	Duplass, Mark	2012
Rockstar (2007)	Pau, Sherman (II)	2007
Rise of the Footsoldier (2007)	McAllister, Jodi	2007
The King of Comedy (1982)	Baxter-Worman, Jerry	1982
Almost Famous (2000)	Rosas, Louis E.	2000
No Country for Old Men (2007)	Reeder, Ana (I)	2007
Heureux qui comme Ulysse... (1970)	Meffre, Armand	1970
Breaking the Waves (1996)	R?mer, Dorte	1996
We Need to Talk About Kevin (2011)	Franklin, Kenneth (I)	2011
Gandhi (1982)	Shende, Sunil	1982
In America (2002)	Cronin, Ciaran	2002
Django Unchained (2012)	Watts, Dani?le	2012
Cloud Atlas (2012)	Yassin, Alexander	2012
Ghost Busters (1984)	De Bello, John (II)	1984
Persepolis (2007)	Lopes Benites, Gabrielle	2007
Being There (1979)	Weisman, Sam (I)	1979
The Royal Tenenbaums (2001)	Glover, Danny	2001
Citizen Kane (1941)	Ralston, J.R.	1941
The Next Three Days (2010)	Amen, Tony	2010
Across the Universe (2007)	Hogg, Lisa	2007
Crash (2004/I)	G?mez Berr?os, Octavio	2004
Hiwaga ng lagim (1970)	Varona, Dante	1970
Jodaeiye Nader az Simin (2011)	Zeytounchian, Armine	2011
El secreto de sus ojos (2009)	Ort?z, Juan Jos?	2009
The Natural (1984)	Grassano, Ken	1984
Revolution Green (2007)	Mack, Bill (I)	2007
Wristcutters: A Love Story (2006)	Ellison, Chase (I)	2006
Jurassic Park (1993)	Burnett, Laura (I)	1993
The Kid (1921)	Madison, V.	1921
The Social Network (2010)	Wright, Trevor (II)	2010
Diarios de motocicleta (2004)	Chaparro, Cristi?n	2004
The Perks of Being a Wallflower (2012)	Thompson, Reece	2012
Face/Off (1997)	Jeffrey, Myles	1997
Hsi nou ai le (1970)	Liu, Ming (I)	1970
Rise of the Footsoldier (2007)	Quirke, Max	2007
Dead Man (1995)	Pfeiffer, Todd	1995
Papillon (1973)	Mumy, Bill	1973
Cinderella Man (2005)	Amos, Christopher D.	2005
Casino Royale (2006)	Avena, Emmanuel	2006
The Hudsucker Proxy (1994)	Everett, Pamela	1994
Relative Obscurity (2007)	Kehler, Jack	2007
Gladiators: Bloodsport of the Colisseum (2000) (V)	Hemmings, David (I)	2000
Die Welle (2008)	Richter, Maxwell	2008
Notorious (1946)	Coleman, Tom (I)	1946
The Straight Story (1999)	Farley, John (I)	1999
Ran (1985)	Miyazaki, Yoshiko	1985
The Killing Fields (1984)	Fugard, Athol	1984
Himmat (1970)	Sen, Asit (I)	1970
Harry Potter and the Chamber of Secrets (2002)	Watson, Emma (II)	2002
Amores perros (2000)	Busto, Humberto	2000
Tombstone (1993)	Costanza, Frank P.	1993
Home Alone (1990)	Bamman, Gerry	1990
Resurrecting the Champ (2007)	Paymer, David	2007
Ferris Bueller's Day Off (1986)	McDonnell, Joseph P.	1986
Serenity (2005)	Jarred, Tristan	2005
Harry Potter and the Prisoner of Azkaban (2004)	Whitehouse, Paul (I)	2004
The Man Who Knew Too Much (1956)	Barrard, John	1956
Hustle & Flow (2005)	Hayes, Isaac (I)	2005
Manhunter (1986)	Moseley, Robin	1986
Man on the Moon (1999)	Galla, Tony	1999
The Little Mermaid (1989)	Benson, Jodi	1989
Secondhand Lions (2003)	Taureg	2003
The Piano (1993)	McGoram, Wayne	1993
Contact (1997)	Davis, Elaina Erika	1997
Black Swan (2010)	Hendrickson, Jessy	2010
Crazy, Stupid, Love. (2011)	King, Joey	2011
The Curious Case of Benjamin Button (2008)	O'Brien, Patrick Thomas	2008
Rolling (2007)	Harper, Joshua (II)	2007
Titanic (1997)	Ayres, Rosalind	1997
Kiss Kiss Bang Bang (2005)	Smith, Daniel Browning	2005
From Dusk Till Dawn (1996)	Ponzio, John	1996
The Next Three Days (2010)	Clemons, Carl	2010
Dances with Wolves (1990)	Buck (XI)	1990
Stranger Than Fiction (2006)	Lichtenstein, Herb (II)	2006
Pishadoo (1998)	Colarusso, Tony	1998
Revenge of the Jazz Hoodie (2007)	Shaerf, David	2007
Jacob's Ladder (1990/I)	Coppola, Sam (II)	1990
Rebel Studz: The Uncensored Documentary (2007)	Ibanez, Diego (II)	2007
Fish Tank (2009)	Griffiths, Rebecca	2009
Manhunter (1986)	Carmen, Dawn (I)	1986
Star Wars (1977)	Johnston, Joe (I)	1977
Across the Universe (2007)	Wharton, Jor-El	2007
Transamerica (2005)	Zegers, Kevin	2005
All Quiet on the Western Front (1930)	Bakewell, William	1930
Recon 7 Down (2007)	Becker, Eike	2007
Kill Bill: Vol. 2 (2004)	Silva, Jorge (X)	2004
Reevoluci?n (2007)	Mori, Kenya	2007
Incendies (2010)	Rizkallah, Camille (I)	2010
Rosemary's Baby (1968)	Farrow, Mia	1968
Shameless: Season 2 Sneak Peak - One Hot Summer (2011) (V)	Pimental, Nancy (I)	2011
Close Encounters of the Third Kind (1977)	Henriksen, Lance	1977
Close Encounters of the Third Kind (1977)	Gafrey, Mary	1977
Finding Nemo (2003)	Ranft, Jordan	2003
Black Swan (2010)	Herman, Stanley B.	2010
Life as a House (2001)	Malone, Jena	2001
Mar adentro (2004/I)	Fern?ndez Luna, Nicol?s	2004
Ric Flair & The Four Horsemen (2007) (V)	Rodman, Dennis	2007
La dolce vita (1960)	Moneta, Adriana	1960
Trading Places (1983)	Gallagher, Jim (I)	1983
Star Trek: First Contact (1996)	Bevine, Victor	1996
Gran Torino (2008)	Scott Basham, Jeffrey	2008
Hugo (2011)	Winstone, Ray (I)	2011
Argo (2012)	Smith, Mark Rhino	2012
Dumbo (1941)	Bing, Herman	1941
Almost Famous (2000)	Fallon, Jimmy	2000
Casino Royale (2006)	Du Jeu, F?licit?	2006
Warrioress (2011)	Honeywell, Sarah Jane	2011
Bambi (1942)	Darlington, Marion	1942
127 Hours (2010)	Savannah, Amy	2010
The Color Purple (1985)	Hart, John R.	1985
Revolutionary Road (2008)	Etter, Jason	2008
Across the Universe (2007)	Jones, Terace	2007
My Fair Lady (1964)	Blythe, Betty	1964
Children of Men (2006)	White, Atalanta	2006
Per un pugno di dollari (1964)	Calvo, Jos? (II)	1964
Titanic Explorer (1997) (VG)	Meaney, Nick	1997
Limitless (2011/I)	Marszalek, Erica Lynne	2011
Flipped (2010)	Rohatynski, Spencer (I)	2010
Saving Private Ryan (1998)	Cerqueira, Daniel	1998
Fantasia (1940)	Stokowski, Leopold	1940
X-Men (2000)	Hincer, Ilke	2000
Cast Away (2000)	Bellamy, Anne	2000
The Wizard of Oz (1939)	Rhodes, 'Little Billy'	1939
Notorious (1946)	Gregg, Virginia	1946
Titanic: Anatomy of a Disaster (1997)	Sheen, Martin	1997
Rigas sargi (2007)	Avots, Enriko	2007
Bringing Up Baby (1938)	Irving, George (I)	1938
Wonder Boys (2000)	McElhenney, Rob	2000
Buffalo '66 (1998)	Hildebrandt, Valeria	1998
Superman (1978)	Harrigan, Michael (I)	1978
Heat (1995)	Plaza, Begonya	1995
A Clockwork Orange (1971)	Chandler, Vivienne	1971
The Truman Show (1998)	Coates, Kade	1998
Recycle (2007)	Amar, Abu	2007
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)	Hayden, Sterling	1964
Miracle (2004)	Cahill, Eddie	2004
Airplane! (1980)	Hagerty, Julie	1980
The Prestige (2006)	Rosoff, Wendy	2006
Punch-Drunk Love (2002)	Sepulveda, June	2002
Raja 1918 (2007)	Paljakka, Kari	2007
The World's Fastest Indian (2005)	Jensen, Kristen Marie	2005
Regresados (2007)	Carnaghi, Roberto	2007
Flight (2012/I)	Cabassa, Carter	2012
Zombieland (2009)	Warren, Steve (III)	2009
The Ten Commandments (1956)	Sheldon, Kathryn (I)	1956
Wreck-It Ralph (2012)	Marshall, Mona (I)	2012
Gangs of New York (2002)	Foggiano, Luca	2002
Big Fish (2003)	Shunnarah, Michael	2003
The Outlaw Josey Wales (1976)	Holmes, Madeleine Taylor	1976
Mission: Impossible - Ghost Protocol (2011)	Vasekov?, Claudia	2011
Boy A (2007)	Lewis, Anthony (IV)	2007
On the Waterfront (1954)	Henning, Pat	1954
Cloud Atlas (2012)	R?nnebeck, Marie	2012
Take Shelter (2011)	Longstreet, Robert	2011
Ray (2004/I)	Armstrong, Curtis	2004
Clerks. (1994)	Smith, Grace (III)	1994
Transamerican Killer (2005) (V)	Clary, Michelle	2005
The Right Stuff (1983)	Lion, John	1983
Das Boot (1981)	Bengsch, Hubertus	1981
Double Indemnity (1944)	Franklin, Miriam (I)	1944
Rache, Engel (2007)	Dreikauss, Patrick	2007
The Great Debaters (2007)	Caston, Kole	2007
Ray (2004/I)	Metcalf, Willie	2004
Black Swan (2010)	Kostritzky, Olga	2010
Return in Red (2007) (V)	Tess, David	2007
Huo niao di yi hao (1970)	Chi, Lien Kwei	1970
The Silence of the Lambs (1991)	Blake, Andre B.	1991
V for Vendetta (2005)	Burchell, Raife Patrick	2005
Strangers on a Train (1951)	Phillips, Minna	1951
28 Days Later... (2002)	Rann, Jeffrey	2002
Robbie (2007)	Bevan, Joe	2007
Bom yeoreum gaeul gyeoul geurigo bom (2003)	Kim, Ki-duk (II)	2003
Animal Kingdom (2010)	Mendelsohn, Ben (I)	2010
Rites of Spring (2007)	Tibanyendera, Benon	2007
Moulin Rouge! (2001)	Holloway, Shaun	2001
Man on Fire (2004)	Estrella, Alberto	2004
Children of Men (2006)	Fenton, Kim (I)	2006
Moonlight Serenade (2009) (V)	DeFrancesco, Joey	2009
Pick-Up Lines 30 (1998) (V)	Monic (II)	1998
The Fugitive (1993)	Ram?rez, Juan (I)	1993
Saving Private Ryan (1998)	Pepper, Barry	1998
Dead Man Walking (1995)	Heyman, Barton	1995
Dead Man Walking (1995)	Heyman, Barton	1995
Animal Kingdom (2010)	Weir, Chris (IV)	2010
La strada (1954)	Rovere, Marcella	1954
Tangled (2010)	Wahlgren, Kari	2010
The Lincoln Lawyer (2011)	Filkins, Rick	2011
The Elephant Man (1980)	Kravchenko, Victor	1980
Hachi: A Dog's Tale (2009)	Friedman, Blake	2009
Big (1988)	Fennessy, Kevin	1988
Shrek (2001)	Vernon, Conrad	2001
Braindead (1992)	Devenie, Stuart	1992
Rushmore (1998)	Bledel, Alexis	1998
Carlito's Way (1993)	S?nchez, Jaime (I)	1993
Gandhi (1982)	Chatterjee, Shekhar (I)	1982
Reality to the Max (2007)	Robert, Caitlin	2007
Zombieland (2009)	Heard, Amber	2009
Spider-Man 2 (2004)	Landis, John (I)	2004
Humjoli (1970)	Irani, Aruna	1970
Batoru rowaiaru (2000)	Tonegawa, Suzuka	2000
Roanoke: The Lost Colony (2007)	Newberry, Ryan	2007
Gone Baby Gone (2007)	Somers, John Wayland	2007
The Adventures of Robin Hood (1938)	Noble, Robert (II)	1938
Hurra for de bl? husarer (1970)	Ahlefeldt, Karl Gustav	1970
Back to the Future (1985)	Tolkan, James	1985
Harry Potter and the Prisoner of Azkaban (2004)	Gambon, Michael	2004
Moon Lake Casino (2009)	Foresman, Renee	2009
Saving Private Ryan (1998)	Aiken, Loclann	1998
In Bruges (2008)	Fiennes, Ralph	2008
Ric Flair & The Four Horsemen (2007) (V)	Malenko, Dean	2007
The Grapes of Wrath (1940)	Newburg, Frank	1940
Batman Begins (2005)	Burke, John (V)	2005
Moon Into Blood (2009)	Gaston, Stevens	2009
My Fair Lady (1964)	Gibbons, Ayllene	1964
The Lincoln Lawyer (2011)	Miranda, Carlos (XVI)	2011
Catch Me If You Can (2002)	Glass, Tiffany	2002
Hachi: A Dog's Tale (2009)	Degnan, Rob	2009
127 Hours (2010)	Hadley, Parker	2010
Rebel Beat: The Story of LA Rockabilly (2007) (V)	Conn, Tony	2007
21 Grams (2003)	Trahan, Arita	2003
Transamerica (2005)	Huffman, Felicity	2005
Limitless (2011/I)	Mason, Damali	2011
The Abyss (1989)	Klek, George Robert	1989
The Last of the Mohicans (1992)	Ponder, Brent	1992
Deconstructing Harry (1997)	Metzman, Irving	1997
Fast Five (2011)	Meed, Geoff	2011
North by Northwest (1959)	Carroll, Leo G.	1959
Hooligans (2005)	Tait, Simon	2005
Slumdog Millionaire (2008)	Singh, Kinder	2008
Driver: San Francisco (2011) (VG)	Keogh, Stacia	2011
Planet of the Apes (1968)	Harrison, Linda (I)	1968
Die Welle (2008)	Lutz, Lena	2008
Jerry Maguire (1996)	Cruise, Tom	1996
Heat (1995)	Katz, Cindy (I)	1995
Carrie (1976)	Downes, Anson	1976
Malcolm X (1992)	Williams, Gareth (I)	1992
My Name Is Khan (2010)	Wilson, Danny (VIII)	2010
Sleeping Beauty (1959)	Miller, Marvin (I)	1959
Gone Baby Gone (2007)	Becker-Gray, Ellen	2007
Man on Fire (2004)	Fanning, Dakota	2004
Forrest Gump (1994)	Johnson, Lyndon (I)	1994
Rudy (1993)	Armstrong, Jake (I)	1993
Rendition (2007)	Hodge, Paul (I)	2007
The Man Who Shot Liberty Valance (1962)	Qualen, John	1962
Ramonator (2007) (V)	Ramon (IX)	2007
Close Encounters of the Third Kind (1977)	Lockwood, Alexander	1977
Bin-jip (2004)	Jang, Hoon	2004
The Usual Suspects (1995)	Spacey, Kevin	1995
La dolce vita (1960)	Tsao, Teresa	1960
The Perks of Being a Wallflower (2012)	Enskat, Jennifer	2012
The Constant Gardener (2005)	Achieng, Lucy	2005
Raising Arizona (1987)	Hunter, Holly	1987
Munich (2005)	Alkadhi, Amrou	2005
Elephant (2003)	Kenney, Kim	2003
The Curse of the Were-Rabbit (2005)	Vanderpuye, William	2005
La dolce vita (1960)	von Normand, Sandy	1960
Man on the Moon (1999)	Hollis, Ted	1999
The Mist (2007)	McFarland, Eric Kelly	2007
Do the Right Thing (1989)	Dellums, Erik	1989
Cast Away (2000)	Hunt, Helen (I)	2000
Munich (2005)	Mansour, Leda	2005
Face/Off (1997)	Baltz, Kirk	1997
Back to the Future Part II (1989)	Mann, Wesley (I)	1989
Babel (2006)	Suzuki, Shinji (I)	2006
The Dark Knight (2008)	Fulsher, Darren Elliot	2008
The Meaning of Life (1983)	Daly, George (II)	1983
Up (2009)	Cygan, John (I)	2009
Malcolm X (1992)	Muhammad, Zaahir	1992
JFK (1991)	Selassie, Haile	1991
Beauty and the Beast (1991)	Darling, Jennifer	1991
Flight (2012/I)	Cox, Samantha Gillies	2012
Frida (2002)	Ben?tez, Benjam?n (I)	2002
The Lincoln Lawyer (2011)	Wittman, Rachel	2011
Midnight Run (1988)	Burnett, Lisa	1988
Akira (1988)	Spellos, Peter	1988
Gone Baby Gone (2007)	Dings, Elizabeth	2007
August Rush (2007)	Galtieri, Tony	2007
Ran (1985)	Nanjo, Reiko	1985
The Longest Day (1962)	de Laspee, Leslie	1962
Ferris Bueller's Day Off (1986)	Perlich, Max	1986
Synecdoche, New York (2008)	Sparks, Paul (II)	2008
Open Range (2003)	Richings, Julian	2003
The Ten Commandments (1956)	Higazy, Salah	1956
The Graduate (1967)	Westberg, David (I)	1967
The Boat That Rocked (2009)	Poraj, Bohdan	2009
The Perks of Being a Wallflower (2012)	Balzerini, Brian	2012
Sherlock Holmes: A Game of Shadows (2011)	Shakesheff, Marcus	2011
Reform School Girls 3 (2007) (V)	Lee, Lorelei (I)	2007
The Boondock Saints (1999)	Della Rocco, David	1999
Lola rennt (1998)	Schipper, Sebastian	1998
Jerry Maguire (1996)	Neff, Sean (I)	1996
Rockaway (2007)	Finch, Wilson	2007
Sabrina (1954)	Forrest, Otto	1954
Diarios de motocicleta (2004)	Alegre, Oscar	2004
Batman: The Motion Picture Anthology 1989-1997 - Beyond Batman: Freeze Frame - The Visual FX of 'Batman & Robin' (2005) (V)	Schwarzenegger, Arnold	2005
The Dark Knight (2008)	Bakare, Ariyon	2008
The Gold Rush (1925)	Swain, Mack	1925
The Ides of March (2011)	Rhea, Whitney	2011
RoboCop (1987)	McCrane, Paul	1987
Rusalka (2007)	Khokhmovich, Vitaly	2007
Shame (2011)	Omer, Loren	2011
In the Name of the Father (1993)	Denham, Tony (I)	1993
The Truman Show (1998)	Moore, Muriel	1998
Man of Steel XXX: An Axel Braun Parody (2013) (V)	Knox, Sasha	2013
Piscar de Olhos (1998)	Silva, Carlos (III)	1998
Schindler's List (1993)	Rehberg, Hans-Michael	1993
Racketeer (2007)	Mukhametzhanov, Aidar	2007
Casino (1995)	Ruffini, Gene	1995
All the President's Men (1976)	McLerie, Allyn Ann	1976
Hua sin cai shen (1970)	Liu, Yun (I)	1970
Warrioress (2011)	Halsackda, Ainoy	2011
Spider-Man (2002)	Simmons, J.K.	2002
Fish Tank (2009)	Saleem, Amir	2009
The Dark Knight Rises (2012)	Tiech, John	2012
Far from Heaven (2002)	Birkelund, Olivia	2002
Labyrinth (1986)	Prell, Karen	1986
Harry Potter and the Sorcerer's Stone (2001)	Reid, Richard (IV)	2001
The Great Gatsby (2013)	Adam, Lisa (II)	2013
Pirates of the Caribbean: Dead Man's Chest (2006)	Dapar, Josie	2006
Pride & Prejudice (2005)	Macfadyen, Matthew	2005
Me and You and Everyone We Know (2005)	Binford, Anthony	2005
Young Frankenstein (1974)	Boyle, Peter (I)	1974
Batoru rowaiaru (2000)	Seki, Hirobumi	2000
Willy Wonka & the Chocolate Factory (1971)	Claydon, George	1971
The Bourne Ultimatum (2007)	Gallop, Tom	2007
